,index,Rating,car_year,brand_name,date,review,review for sentiment analysis,sentiment score,relative sentiments
1582,14655,3.75,2003,INFINITI,2006-05-07,g35 update squeak occasional groan best 've owned brings memory first muscle camaro complain fuel economy camaro averaged mpg litre us us gallon cost hurt service gone downhill dealer cope number sold used get m45 loaner g service last time got altima front brake replaced warranty month rear % km,"['g35', 'update', 'squeak', 'occasional', 'groan', 'best', ""'ve"", 'owned', 'brings', 'memory', 'first', 'muscle', 'camaro', 'complain', 'fuel', 'economy', 'camaro', 'averaged', 'mpg', 'litre', 'us', 'us', 'gallon', 'cost', 'hurt', 'service', 'gone', 'downhill', 'dealer', 'cope', 'number', 'sold', 'used', 'get', 'm45', 'loaner', 'g', 'service', 'last', 'time', 'got', 'altima', 'front', 'brake', 'replaced', 'warranty', 'month', 'rear', '%', 'km']","{'neg': 0.106, 'neu': 0.794, 'pos': 0.099, 'compound': -0.1027}",negative
1583,14665,2.0,2008,INFINITI,2016-07-27,look owning year driving say disappointed ’ beautiful looking stood test time ’ needed anything granted mine low mileage age count taking need fail driving experience lacking many area compared car market feel “ amateurish ” kind reminds kia car initial phase trying make brand appealing consumer ’ tuning driving dynamic g37 coupe sedan better vehicle 2007-2008 g35 numerous kink worked ’ feel confidence-inspiring whole thing unpredictable feel proper control ’ stubborn way behaves listens driver input thing bug transmission 5-speed automatic counterintuitive sloppy shifting tendency hunt gear put correct gear required situation guess went manual option limited time purchase gear spaced shift early cutting power denying large reserve advertised horse stop-and-go traffic transmission shift entire gearset foot ’ moved traffic hold gear ’ let accelerator ’ “ stuck ” gear highway rev rpm tight spacing gear making driving 3-speed automatic shifting get violent make driving headache thing bug engine performance ’ linear predictable torque curve ’ soft low-end torque need revved deal keep car engine loud course sounding sloppy powerband ’ much joy ring mainstream car smooth predictable acceleration meaty grunt line g35 car going stop light stop light often time find missing smooth seamless meaty refined feel old volkswagen fraction horsepower steering feel heavy tried go ’ chunky/hefty steering feel put effort feedback steering ’ feel predictable communicative..just difficult turn hamper maneuverability ’ on-center feel steering ’ idea front tire turning radius better brake soft ’ much confidence linear stopping power feel sentra brake step ’ tested brake stopping distance compared car ’ past need keep big distance car front brake ’ save panic situation find unacceptable modern day cornering ability disappointing feel heavy corner make loose item feel ’ sucked vortex slight bend exiting turn getting gas % time transmission ’ put correct gear propel speed.the drive amateurish everything operates going behaves leaf desired top everything gas mileage empty pocket made see needing transmission/drivetrain suspension repair future component feel low-rent feel ’ see standing test time material quality ergonomics lacking ’ seen interior ‘ hold storage solution lacking armrest useless advice buying ’ fooled advertised horse ’ feel built kind power get use skip “ x ” go rwd “ ” model manual active wheel steering,"['look', 'owning', 'year', 'driving', 'say', 'disappointed', '’', 'beautiful', 'looking', 'stood', 'test', 'time', '’', 'needed', 'anything', 'granted', 'mine', 'low', 'mileage', 'age', 'count', 'taking', 'need', 'fail', 'driving', 'experience', 'lacking', 'many', 'area', 'compared', 'car', 'market', 'feel', '“', 'amateurish', '”', 'kind', 'reminds', 'kia', 'car', 'initial', 'phase', 'trying', 'make', 'brand', 'appealing', 'consumer', '’', 'tuning', 'driving', 'dynamic', 'g37', 'coupe', 'sedan', 'better', 'vehicle', '2007-2008', 'g35', 'numerous', 'kink', 'worked', '’', 'feel', 'confidence-inspiring', 'whole', 'thing', 'unpredictable', 'feel', 'proper', 'control', '’', 'stubborn', 'way', 'behaves', 'listens', 'driver', 'input', 'thing', 'bug', 'transmission', '5-speed', 'automatic', 'counterintuitive', 'sloppy', 'shifting', 'tendency', 'hunt', 'gear', 'put', 'correct', 'gear', 'required', 'situation', 'guess', 'went', 'manual', 'option', 'limited', 'time', 'purchase', 'gear', 'spaced', 'shift', 'early', 'cutting', 'power', 'denying', 'large', 'reserve', 'advertised', 'horse', 'stop-and-go', 'traffic', 'transmission', 'shift', 'entire', 'gearset', 'foot', '’', 'moved', 'traffic', 'hold', 'gear', '’', 'let', 'accelerator', '’', '“', 'stuck', '”', 'gear', 'highway', 'rev', 'rpm', 'tight', 'spacing', 'gear', 'making', 'driving', '3-speed', 'automatic', 'shifting', 'get', 'violent', 'make', 'driving', 'headache', 'thing', 'bug', 'engine', 'performance', '’', 'linear', 'predictable', 'torque', 'curve', '’', 'soft', 'low-end', 'torque', 'need', 'revved', 'deal', 'keep', 'car', 'engine', 'loud', 'course', 'sounding', 'sloppy', 'powerband', '’', 'much', 'joy', 'ring', 'mainstream', 'car', 'smooth', 'predictable', 'acceleration', 'meaty', 'grunt', 'line', 'g35', 'car', 'going', 'stop', 'light', 'stop', 'light', 'often', 'time', 'find', 'missing', 'smooth', 'seamless', 'meaty', 'refined', 'feel', 'old', 'volkswagen', 'fraction', 'horsepower', 'steering', 'feel', 'heavy', 'tried', 'go', '’', 'chunky/hefty', 'steering', 'feel', 'put', 'effort', 'feedback', 'steering', '’', 'feel', 'predictable', 'communicative..just', 'difficult', 'turn', 'hamper', 'maneuverability', '’', 'on-center', 'feel', 'steering', '’', 'idea', 'front', 'tire', 'turning', 'radius', 'better', 'brake', 'soft', '’', 'much', 'confidence', 'linear', 'stopping', 'power', 'feel', 'sentra', 'brake', 'step', '’', 'tested', 'brake', 'stopping', 'distance', 'compared', 'car', '’', 'past', 'need', 'keep', 'big', 'distance', 'car', 'front', 'brake', '’', 'save', 'panic', 'situation', 'find', 'unacceptable', 'modern', 'day', 'cornering', 'ability', 'disappointing', 'feel', 'heavy', 'corner', 'make', 'loose', 'item', 'feel', '’', 'sucked', 'vortex', 'slight', 'bend', 'exiting', 'turn', 'getting', 'gas', '%', 'time', 'transmission', '’', 'put', 'correct', 'gear', 'propel', 'speed.the', 'drive', 'amateurish', 'everything', 'operates', 'going', 'behaves', 'leaf', 'desired', 'top', 'everything', 'gas', 'mileage', 'empty', 'pocket', 'made', 'see', 'needing', 'transmission/drivetrain', 'suspension', 'repair', 'future', 'component', 'feel', 'low-rent', 'feel', '’', 'see', 'standing', 'test', 'time', 'material', 'quality', 'ergonomics', 'lacking', '’', 'seen', 'interior', '‘', 'hold', 'storage', 'solution', 'lacking', 'armrest', 'useless', 'advice', 'buying', '’', 'fooled', 'advertised', 'horse', '’', 'feel', 'built', 'kind', 'power', 'get', 'use', 'skip', '“', 'x', '”', 'go', 'rwd', '“', '”', 'model', 'manual', 'active', 'wheel', 'steering']","{'neg': 0.155, 'neu': 0.738, 'pos': 0.107, 'compound': -0.9325}",negative
1584,14670,4.0,2008,INFINITI,2015-09-08,,[],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",neutral
1585,14708,3.75,2008,INFINITI,2008-12-19,defective g35s g35s summer tire survive snow storm 'm battling suspension steering tracking problem way sensitive crown compared 've driven drive right lane crash wood left lane hand steering wheel alignment done time refusing acknowledge quality defect loaner car 've driven drove problem trade awd living ne rwd cut snow 's worse maxima se waste money,"['defective', 'g35s', 'g35s', 'summer', 'tire', 'survive', 'snow', 'storm', ""'m"", 'battling', 'suspension', 'steering', 'tracking', 'problem', 'way', 'sensitive', 'crown', 'compared', ""'ve"", 'driven', 'drive', 'right', 'lane', 'crash', 'wood', 'left', 'lane', 'hand', 'steering', 'wheel', 'alignment', 'done', 'time', 'refusing', 'acknowledge', 'quality', 'defect', 'loaner', 'car', ""'ve"", 'driven', 'drove', 'problem', 'trade', 'awd', 'living', 'ne', 'rwd', 'cut', 'snow', ""'s"", 'worse', 'maxima', 'se', 'waste', 'money']","{'neg': 0.352, 'neu': 0.605, 'pos': 0.043, 'compound': -0.9638}",negative
1586,14716,3.125,2008,INFINITI,2008-11-13,disappointed gadget guy looking performance main reason buying gadget problem many gadget get locked driving make change navigation system driving crazy use navigation system driveway allows sync phone book cell phone use sync phone book place call driving use driveway name safety company job play big brother,"['disappointed', 'gadget', 'guy', 'looking', 'performance', 'main', 'reason', 'buying', 'gadget', 'problem', 'many', 'gadget', 'get', 'locked', 'driving', 'make', 'change', 'navigation', 'system', 'driving', 'crazy', 'use', 'navigation', 'system', 'driveway', 'allows', 'sync', 'phone', 'book', 'cell', 'phone', 'use', 'sync', 'phone', 'book', 'place', 'call', 'driving', 'use', 'driveway', 'name', 'safety', 'company', 'job', 'play', 'big', 'brother']","{'neg': 0.148, 'neu': 0.758, 'pos': 0.094, 'compound': -0.4588}",negative
1587,14766,2.625,2002,INFINITI,2014-05-28,trash month month spent replace tie rod belt automatic transmission engine mount rotor leak muffler resonator piece trash,"['trash', 'month', 'month', 'spent', 'replace', 'tie', 'rod', 'belt', 'automatic', 'transmission', 'engine', 'mount', 'rotor', 'leak', 'muffler', 'resonator', 'piece', 'trash']","{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.34}",negative
1588,14767,3.5,2002,INFINITI,2010-11-07,transmission went taken care transmission failed cost grand dealer said covered fight going health crisis mechanics transmission dealer said saw anything upset losing much money low mileage,"['transmission', 'went', 'taken', 'care', 'transmission', 'failed', 'cost', 'grand', 'dealer', 'said', 'covered', 'fight', 'going', 'health', 'crisis', 'mechanics', 'transmission', 'dealer', 'said', 'saw', 'anything', 'upset', 'losing', 'much', 'money', 'low', 'mileage']","{'neg': 0.407, 'neu': 0.447, 'pos': 0.146, 'compound': -0.8779}",negative
1589,14777,3.5,2002,INFINITI,2006-08-07,gas mileage g20 year get least gallon city complaint quality leather year seat starting cracking overweight kid granted pick-up lack find tradeoff gas economy nice affordable stereo sun roof regreted,"['gas', 'mileage', 'g20', 'year', 'get', 'least', 'gallon', 'city', 'complaint', 'quality', 'leather', 'year', 'seat', 'starting', 'cracking', 'overweight', 'kid', 'granted', 'pick-up', 'lack', 'find', 'tradeoff', 'gas', 'economy', 'nice', 'affordable', 'stereo', 'sun', 'roof', 'regreted']","{'neg': 0.19, 'neu': 0.679, 'pos': 0.13, 'compound': -0.296}",negative
1590,14791,3.875,2002,INFINITI,2002-11-22,expected guess expected much first power suck need pony fuel well hate digital odometer reading feel im getting enough gas suspension smooth thought front sway bar link blown alingment @ hear loose bolt go litle hump bumps.its sooo annoying little problem handle rain nice sunroof ok system seat comfy corner fun alot peep expensive nottt nice overall,"['expected', 'guess', 'expected', 'much', 'first', 'power', 'suck', 'need', 'pony', 'fuel', 'well', 'hate', 'digital', 'odometer', 'reading', 'feel', 'im', 'getting', 'enough', 'gas', 'suspension', 'smooth', 'thought', 'front', 'sway', 'bar', 'link', 'blown', 'alingment', '@', 'hear', 'loose', 'bolt', 'go', 'litle', 'hump', 'bumps.its', 'sooo', 'annoying', 'little', 'problem', 'handle', 'rain', 'nice', 'sunroof', 'ok', 'system', 'seat', 'comfy', 'corner', 'fun', 'alot', 'peep', 'expensive', 'nottt', 'nice', 'overall']","{'neg': 0.191, 'neu': 0.628, 'pos': 0.18, 'compound': -0.204}",negative
1591,14804,3.625,2002,INFINITI,2002-04-29,mixed emotion styling comfort smaller turn radius suck sub- par underpowered,"['mixed', 'emotion', 'styling', 'comfort', 'smaller', 'turn', 'radius', 'suck', 'sub-', 'par', 'underpowered']","{'neg': 0.201, 'neu': 0.625, 'pos': 0.174, 'compound': -0.1027}",negative
1592,14810,3.0,2002,INFINITI,2002-03-28,carowner need power,"['carowner', 'need', 'power']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
1593,14818,2.375,1999,INFINITI,2013-02-04,worst cars owned find surprising last reviewer decided keep trade something hand driven heap garbage junkyard known terrible read review month decided buy neighbor heard disappointments.from moment started driving light starting first speed sensor abs started shaking hour ball joint complete crap entire alignment went month,"['worst', 'cars', 'owned', 'find', 'surprising', 'last', 'reviewer', 'decided', 'keep', 'trade', 'something', 'hand', 'driven', 'heap', 'garbage', 'junkyard', 'known', 'terrible', 'read', 'review', 'month', 'decided', 'buy', 'neighbor', 'heard', 'disappointments.from', 'moment', 'started', 'driving', 'light', 'starting', 'first', 'speed', 'sensor', 'abs', 'started', 'shaking', 'hour', 'ball', 'joint', 'complete', 'crap', 'entire', 'alignment', 'went', 'month']","{'neg': 0.202, 'neu': 0.704, 'pos': 0.093, 'compound': -0.7351}",negative
1594,14824,3.625,1999,INFINITI,2010-02-24,get got hit everything started go bad first fuse blew needed timing belt alternator needed replaced needed starter distributor cap spark plug get mechanic radiator went bad blew engine pull driveway sits little messing,"['get', 'got', 'hit', 'everything', 'started', 'go', 'bad', 'first', 'fuse', 'blew', 'needed', 'timing', 'belt', 'alternator', 'needed', 'replaced', 'needed', 'starter', 'distributor', 'cap', 'spark', 'plug', 'get', 'mechanic', 'radiator', 'went', 'bad', 'blew', 'engine', 'pull', 'driveway', 'sits', 'little', 'messing']","{'neg': 0.175, 'neu': 0.777, 'pos': 0.048, 'compound': -0.7269}",negative
1595,14838,3.625,1999,INFINITI,2005-10-06,g20 reliable fix moon roof starter battery repair routine matinence done,"['g20', 'reliable', 'fix', 'moon', 'roof', 'starter', 'battery', 'repair', 'routine', 'matinence', 'done']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
1596,14893,2.0,2015,INFINITI,2017-01-08,mistake purchased june nothing problem day got wrong pull left right making lane change speed mph hesitates buck cruising speed pull left right applying break navigation system heated steering wheel get hot point hold location heated steering wheel switch dangerous eye bend turn ride smooth 's loud using fob time sit different position went unlock start battery replaced week purchase snow handle lit crap snow mode point stopped driving snow dealer purchased said nothing wrong told 's due condition bs high end luxury told horrible dealer way taken send gift card,"['mistake', 'purchased', 'june', 'nothing', 'problem', 'day', 'got', 'wrong', 'pull', 'left', 'right', 'making', 'lane', 'change', 'speed', 'mph', 'hesitates', 'buck', 'cruising', 'speed', 'pull', 'left', 'right', 'applying', 'break', 'navigation', 'system', 'heated', 'steering', 'wheel', 'get', 'hot', 'point', 'hold', 'location', 'heated', 'steering', 'wheel', 'switch', 'dangerous', 'eye', 'bend', 'turn', 'ride', 'smooth', ""'s"", 'loud', 'using', 'fob', 'time', 'sit', 'different', 'position', 'went', 'unlock', 'start', 'battery', 'replaced', 'week', 'purchase', 'snow', 'handle', 'lit', 'crap', 'snow', 'mode', 'point', 'stopped', 'driving', 'snow', 'dealer', 'purchased', 'said', 'nothing', 'wrong', 'told', ""'s"", 'due', 'condition', 'bs', 'high', 'end', 'luxury', 'told', 'horrible', 'dealer', 'way', 'taken', 'send', 'gift', 'card']","{'neg': 0.204, 'neu': 0.748, 'pos': 0.048, 'compound': -0.9427}",negative
1597,14895,1.0,2015,INFINITI,2016-05-24,problems want problem update- worse beginning set tire original problem ..since time started first time dealer nothing problem a/c sound jumbo jet trying hear radio guest ask whats wrong service department told fix make noise know grab rut fly place say fly mean way safety concern problem get worse braking buzz noise driving hear radio dealer say hear fix go bad tell truth waste much time trying get fix trying get company something told different occasion stand want problem handle please buy car thought going fast cool turned huge waste time money time buyer owner disgusted customer *******update worst purchased problem persisted a/c whine louder turn radio uo cover brake start shaking ride brake tire wear terrible terrible experience brand luxury north america/infiniti refused anything concern thing look day trade approaching.update problem happening ’ contacted resolve worst,"['problems', 'want', 'problem', 'update-', 'worse', 'beginning', 'set', 'tire', 'original', 'problem', '..since', 'time', 'started', 'first', 'time', 'dealer', 'nothing', 'problem', 'a/c', 'sound', 'jumbo', 'jet', 'trying', 'hear', 'radio', 'guest', 'ask', 'whats', 'wrong', 'service', 'department', 'told', 'fix', 'make', 'noise', 'know', 'grab', 'rut', 'fly', 'place', 'say', 'fly', 'mean', 'way', 'safety', 'concern', 'problem', 'get', 'worse', 'braking', 'buzz', 'noise', 'driving', 'hear', 'radio', 'dealer', 'say', 'hear', 'fix', 'go', 'bad', 'tell', 'truth', 'waste', 'much', 'time', 'trying', 'get', 'fix', 'trying', 'get', 'company', 'something', 'told', 'different', 'occasion', 'stand', 'want', 'problem', 'handle', 'please', 'buy', 'car', 'thought', 'going', 'fast', 'cool', 'turned', 'huge', 'waste', 'time', 'money', 'time', 'buyer', 'owner', 'disgusted', 'customer', '*******update', 'worst', 'purchased', 'problem', 'persisted', 'a/c', 'whine', 'louder', 'turn', 'radio', 'uo', 'cover', 'brake', 'start', 'shaking', 'ride', 'brake', 'tire', 'wear', 'terrible', 'terrible', 'experience', 'brand', 'luxury', 'north', 'america/infiniti', 'refused', 'anything', 'concern', 'thing', 'look', 'day', 'trade', 'approaching.update', 'problem', 'happening', '’', 'contacted', 'resolve', 'worst']","{'neg': 0.34, 'neu': 0.556, 'pos': 0.103, 'compound': -0.9926}",negative
